port,service,description,tcp,udp,other
8417,espeech-rtp,eSpeech RTP Protocol,,True,
8423,aritts,Aristech text-to-speech server,True,,
8423,,Reserved,,Reserved,
8442,cybro-a-bus,CyBro A-bus Protocol,True,,
8442,cybro-a-bus,CyBro A-bus Protocol,,True,
8443,pcsync-https,PCsync HTTPS,True,,
8443,pcsync-https,PCsync HTTPS,,True,
8444,pcsync-http,PCsync HTTP,True,,
8444,pcsync-http,PCsync HTTP,,True,
8445,copy,Port for copy peer sync feature,True,,
8445,copy-disc,Port for copy discovery,,True,
8450,npmp,npmp,True,,
8450,npmp,npmp,,True,
8457,nexentamv,Nexenta Management GUI,True,,
8457,,Reserved,,Reserved,
8470,cisco-avp,Cisco Address Validation Protocol,True,,
8470,,Reserved,,Reserved,
8471,pim-port,PIM over Reliable Transport,True,,
8471,pim-port,PIM over Reliable Transport,,,sctp
8471,,Reserved,,Reserved,
8472,otv,Overlay Transport Virtualization (OTV),True,,
8472,otv,Overlay Transport Virtualization (OTV),,True,
8473,vp2p,Virtual Point to Point,True,,
8473,vp2p,Virtual Point to Point,,True,
8474,noteshare,AquaMinds NoteShare,True,,
8474,noteshare,AquaMinds NoteShare,,True,
8500,fmtp,Flight Message Transfer Protocol,True,,
8500,fmtp,Flight Message Transfer Protocol,,True,
8501,cmtp-mgt,CYTEL Message Transfer Management,True,,
8501,cmtp-av,CYTEL Message Transfer Audio and Video,,True,
8502,ftnmtp,FTN Message Transfer Protocol,True,,
8502,,Reserved,,Reserved,
8503,lsp-self-ping,MPLS LSP Self-Ping,,True,
8503,,Reserved,Reserved,,
8554,rtsp-alt,RTSP Alternate (see port 554),True,,
8554,rtsp-alt,RTSP Alternate (see port 554),,True,
8555,d-fence,SYMAX D-FENCE,True,,
8555,d-fence,SYMAX D-FENCE,,True,
8567,dof-tunnel,DOF Tunneling Protocol,True,,
8567,dof-tunnel,DOF Tunneling Protocol,,True,
8600,asterix,Surveillance Data,True,,
8600,asterix,Surveillance Data,,True,
8609,,Reserved,Reserved,,
8609,canon-cpp-disc,Canon Compact Printer Protocol Discovery,,True,
8610,canon-mfnp,Canon MFNP Service,True,,
8610,canon-mfnp,Canon MFNP Service,,True,
8611,canon-bjnp1,Canon BJNP Port 1,True,,
8611,canon-bjnp1,Canon BJNP Port 1,,True,
8612,canon-bjnp2,Canon BJNP Port 2,True,,
8612,canon-bjnp2,Canon BJNP Port 2,,True,
8613,canon-bjnp3,Canon BJNP Port 3,True,,
8613,canon-bjnp3,Canon BJNP Port 3,,True,
8614,canon-bjnp4,Canon BJNP Port 4,True,,
8614,canon-bjnp4,Canon BJNP Port 4,,True,
8615,imink,Imink Service Control,True,,
8615,,Reserved,,Reserved,
8665,monetra,Monetra,True,,
8665,,Reserved,,Reserved,
8666,monetra-admin,Monetra Administrative Access,True,,
8666,,Reserved,,Reserved,
8675,msi-cps-rm,Motorola Solutions Customer Programming Software for Radio Management,True,,
8675,msi-cps-rm-disc,Motorola Solutions Customer Programming Software for Radio Management Discovery,,True,
8686,sun-as-jmxrmi,Sun App Server - JMX/RMI,True,,
8686,sun-as-jmxrmi,Sun App Server - JMX/RMI,,True,
8688,openremote-ctrl,OpenRemote Controller HTTP/REST,True,,
8688,,Reserved,,Reserved,
8699,vnyx,VNYX Primary Port,True,,
8699,,Reserved,,Reserved,
8710,semi-grpc,gRPC for SEMI Standards implementations,True,,
8710,,Reserved,,Reserved,
8711,nvc,Nuance Voice Control,True,,
8711,,Reserved,,Reserved,
8732,,Reserved,Reserved,,
8732,dtp-net,DASGIP Net Services,,True,
8733,ibus,iBus,True,,
8733,ibus,iBus,,True,
8750,dey-keyneg,DEY Storage Key Negotiation,True,,
8750,,Reserved,,Reserved,
8763,mc-appserver,MC-APPSERVER,True,,
8763,mc-appserver,MC-APPSERVER,,True,
8764,openqueue,OPENQUEUE,True,,
8764,openqueue,OPENQUEUE,,True,
8765,ultraseek-http,Ultraseek HTTP,True,,
8765,ultraseek-http,Ultraseek HTTP,,True,
8766,amcs,Agilent Connectivity Service,True,,
8766,amcs,Agilent Connectivity Service,,True,
8767,core-of-source,Online mobile multiplayer game,True,,
8767,,Reserved,,Reserved,
8768,sandpolis,Sandpolis Server,True,,
8768,,Reserved,,Reserved,
8769,oktaauthenticat,Okta MultiPlatform Access Mgmt for Cloud Svcs,True,,
8769,,Reserved,,Reserved,
8770,dpap,Digital Photo Access Protocol (iPhoto),True,,
8770,dpap,Digital Photo Access Protocol (iPhoto),,True,
8778,uec,Stonebranch Universal Enterprise Controller,True,,
8778,,Reserved,,Reserved,
8786,msgclnt,Message Client,True,,
8786,msgclnt,Message Client,,True,
8787,msgsrvr,Message Server,True,,
8787,msgsrvr,Message Server,,True,
8793,acd-pm,Accedian Performance Measurement,True,,
8793,acd-pm,Accedian Performance Measurement,,True,
8800,sunwebadmin,Sun Web Server Admin Service,True,,
8800,sunwebadmin,Sun Web Server Admin Service,,True,
8804,truecm,truecm,True,,
8804,truecm,truecm,,True,
8805,,Reserved,Reserved,,
8805,pfcp,Destination Port number for PFCP,,True,
8807,,Reserved,Reserved,,
8807,hes-clip,HES-CLIP Interoperability protocol,,True,
8808,,Reserved,Reserved,,
8808,ssports-bcast,STATSports Broadcast Service,,True,
8809,,Reserved,Reserved,,
8809,3gpp-monp,MCPTT Off-Network Protocol (MONP),,True,
8873,dxspider,dxspider linking protocol,True,,
8873,dxspider,dxspider linking protocol,,True,
8880,cddbp-alt,CDDBP,True,,
8880,cddbp-alt,CDDBP,,True,
8881,galaxy4d,Galaxy4D Online Game Engine,True,,
8881,,Reserved,,Reserved,
8883,secure-mqtt,Secure MQTT,True,,
8883,secure-mqtt,Secure MQTT,,True,
8888,ddi-tcp-1,NewsEDGE server TCP (TCP 1),True,,
8888,ddi-udp-1,NewsEDGE server UDP (UDP 1),,True,
8889,ddi-tcp-2,Desktop Data TCP 1,True,,
8889,ddi-udp-2,NewsEDGE server broadcast,,True,
8890,ddi-tcp-3,Desktop Data TCP 2,True,,
8890,ddi-udp-3,NewsEDGE client broadcast,,True,
8891,ddi-tcp-4,Desktop Data TCP 3: NESS application,True,,
8891,ddi-udp-4,Desktop Data UDP 3: NESS application,,True,
8892,ddi-tcp-5,Desktop Data TCP 4: FARM product,True,,
8892,ddi-udp-5,Desktop Data UDP 4: FARM product,,True,
8893,ddi-tcp-6,Desktop Data TCP 5: NewsEDGE/Web application,True,,
8893,ddi-udp-6,Desktop Data UDP 5: NewsEDGE/Web application,,True,
8894,ddi-tcp-7,Desktop Data TCP 6: COAL application,True,,
8894,ddi-udp-7,Desktop Data UDP 6: COAL application,,True,
8899,ospf-lite,ospf-lite,True,,
8899,ospf-lite,ospf-lite,,True,
8900,jmb-cds1,JMB-CDS 1,True,,
8900,jmb-cds1,JMB-CDS 1,,True,
8901,jmb-cds2,JMB-CDS 2,True,,
8901,jmb-cds2,JMB-CDS 2,,True,
8908,dpp,WFA Device Provisioning Protocol,True,,
8908,,Reserved,,Reserved,
8910,manyone-http,manyone-http,True,,
8910,manyone-http,manyone-http,,True,
8911,manyone-xml,manyone-xml,True,,
8911,manyone-xml,manyone-xml,,True,
8912,wcbackup,Windows Client Backup,True,,
8912,wcbackup,Windows Client Backup,,True,
8913,dragonfly,Dragonfly System Service,True,,
8913,dragonfly,Dragonfly System Service,,True,
8937,twds,Transaction Warehouse Data Service,True,,
8937,,Reserved,,Reserved,
8953,ub-dns-control,unbound dns nameserver control,True,,
8953,,Reserved,,Reserved,
8954,cumulus-admin,Cumulus Admin Port,True,,
8954,cumulus-admin,Cumulus Admin Port,,True,
8980,nod-provider,Network of Devices Provider,True,,
8980,nod-provider,Network of Devices Provider,,True,
8981,nod-client,Network of Devices Client,,True,
8981,,Reserved,Reserved,,
8989,sunwebadmins,Sun Web Server SSL Admin Service,True,,
8989,sunwebadmins,Sun Web Server SSL Admin Service,,True,
8990,http-wmap,webmail HTTP service,True,,
8990,http-wmap,webmail HTTP service,,True,
8991,https-wmap,webmail HTTPS service,True,,
8991,https-wmap,webmail HTTPS service,,True,
8997,oracle-ms-ens,Oracle Messaging Server Event Notification Service,True,,
8997,,Reserved,,Reserved,
8998,canto-roboflow,Canto RoboFlow Control,True,,
8998,,Reserved,,Reserved,
8999,bctp,Brodos Crypto Trade Protocol,True,,
8999,bctp,Brodos Crypto Trade Protocol,,True,
9000,cslistener,CSlistener,True,,
9000,cslistener,CSlistener,,True,
9001,etlservicemgr,ETL Service Manager,True,,
9001,etlservicemgr,ETL Service Manager,,True,
9002,dynamid,DynamID authentication,True,,
9002,dynamid,DynamID authentication,,True,
9005,golem,Golem Inter-System RPC,True,,
9005,,Reserved,,Reserved,
9006,,De-Commissioned Port,,,
9007,,Reserved,Reserved,,
9007,ogs-client,Open Grid Services Client,,True,
9008,ogs-server,Open Grid Services Server,True,,
9008,,Reserved,,Reserved,
9009,pichat,Pichat Server,True,,
9009,pichat,Pichat Server,,True,
9010,sdr,Secure Data Replicator Protocol,True,,
9010,,Reserved,,Reserved,
9011,,Reserved,Reserved,,
9011,d-star,D-Star Routing digital voice+data for amateur radio,,True,
9020,tambora,TAMBORA,True,,
9020,tambora,TAMBORA,,True,
9021,panagolin-ident,Pangolin Identification,True,,
9021,panagolin-ident,Pangolin Identification,,True,
9022,paragent,PrivateArk Remote Agent,True,,
9022,paragent,PrivateArk Remote Agent,,True,
9023,swa-1,Secure Web Access - 1,True,,
9023,swa-1,Secure Web Access - 1,,True,
9024,swa-2,Secure Web Access - 2,True,,
9024,swa-2,Secure Web Access - 2,,True,
9025,swa-3,Secure Web Access - 3,True,,
9025,swa-3,Secure Web Access - 3,,True,
9026,swa-4,Secure Web Access - 4,True,,
9026,swa-4,Secure Web Access - 4,,True,
9050,versiera,Versiera Agent Listener,True,,
9050,,Reserved,,Reserved,
9051,fio-cmgmt,Fusion-io Central Manager Service,True,,
9051,,Reserved,,Reserved,
9060,CardWeb-IO,CardWeb request-response I/O exchange,True,,
9060,CardWeb-RT,CardWeb realtime device data,,True,
9080,glrpc,Groove GLRPC,True,,
9080,glrpc,Groove GLRPC,,True,
9081,,Reserved,Reserved,,
9081,cisco-aqos,Required for Adaptive Quality of Service,,True,
9082,lcs-ap,LCS Application Protocol,,,sctp
9083,emc-pp-mgmtsvc,EMC PowerPath Mgmt Service,True,,
9083,,Reserved,,Reserved,
9084,aurora,IBM AURORA Performance Visualizer,True,,
9084,aurora,IBM AURORA Performance Visualizer,,True,
9084,aurora,IBM AURORA Performance Visualizer,,,sctp
9085,ibm-rsyscon,IBM Remote System Console,True,,
9085,ibm-rsyscon,IBM Remote System Console,,True,
9086,net2display,Vesa Net2Display,True,,
9086,net2display,Vesa Net2Display,,True,
9087,classic,Classic Data Server,True,,
9087,classic,Classic Data Server,,True,
9088,sqlexec,IBM Informix SQL Interface,True,,
9088,sqlexec,IBM Informix SQL Interface,,True,
9089,sqlexec-ssl,IBM Informix SQL Interface - Encrypted,True,,
9089,sqlexec-ssl,IBM Informix SQL Interface - Encrypted,,True,
9090,websm,WebSM,True,,
9090,websm,WebSM,,True,
9091,xmltec-xmlmail,xmltec-xmlmail,True,,
9091,xmltec-xmlmail,xmltec-xmlmail,,True,
9092,XmlIpcRegSvc,Xml-Ipc Server Reg,True,,
9092,XmlIpcRegSvc,Xml-Ipc Server Reg,,True,
9093,copycat,Copycat database replication service,True,,
9093,,Reserved,,Reserved,
9100,hp-pdl-datastr,PDL Data Streaming Port,True,,
9100,hp-pdl-datastr,PDL Data Streaming Port,,True,
9100,pdl-datastream,Printer PDL Data Stream,True,,
9100,pdl-datastream,Printer PDL Data Stream,,True,
9101,bacula-dir,Bacula Director,True,,
9101,bacula-dir,Bacula Director,,True,
9102,bacula-fd,Bacula File Daemon,True,,
9102,bacula-fd,Bacula File Daemon,,True,
9103,bacula-sd,Bacula Storage Daemon,True,,
9103,bacula-sd,Bacula Storage Daemon,,True,
9104,peerwire,PeerWire,True,,
9104,peerwire,PeerWire,,True,
9105,xadmin,Xadmin Control Service,True,,
9105,xadmin,Xadmin Control Service,,True,
9106,astergate,Astergate Control Service,True,,
9106,astergate-disc,Astergate Discovery Service,,True,
9107,astergatefax,AstergateFax Control Service,True,,
9107,,Reserved,,Reserved,
9111,hexxorecore,"Multiple Purpose, Distributed Message Bus",True,,
9111,hexxorecore,"Multiple Purpose, Distributed Message Bus",,True,
9119,mxit,MXit Instant Messaging,True,,
9119,mxit,MXit Instant Messaging,,True,
9122,grcmp,Global Relay compliant mobile instant messaging protocol,True,,
9122,,Reserved,,Reserved,
9123,grcp,Global Relay compliant instant messaging protocol,True,,
9123,,Reserved,,Reserved,
9131,dddp,Dynamic Device Discovery,True,,
9131,dddp,Dynamic Device Discovery,,True,
9160,apani1,apani1,True,,
9160,apani1,apani1,,True,
9161,apani2,apani2,True,,
9161,apani2,apani2,,True,
9162,apani3,apani3,True,,
9162,apani3,apani3,,True,
9163,apani4,apani4,True,,
9163,apani4,apani4,,True,
9164,apani5,apani5,True,,
9164,apani5,apani5,,True,
9191,sun-as-jpda,Sun AppSvr JPDA,True,,
9191,sun-as-jpda,Sun AppSvr JPDA,,True,
9200,wap-wsp,WAP connectionless session service,True,,
9200,wap-wsp,WAP connectionless session service,,True,
9201,wap-wsp-wtp,WAP session service,True,,
9201,wap-wsp-wtp,WAP session service,,True,
9202,wap-wsp-s,WAP secure connectionless session service,True,,
9202,wap-wsp-s,WAP secure connectionless session service,,True,
9203,wap-wsp-wtp-s,WAP secure session service,True,,
9203,wap-wsp-wtp-s,WAP secure session service,,True,
9204,wap-vcard,WAP vCard,True,,
9204,wap-vcard,WAP vCard,,True,
9205,wap-vcal,WAP vCal,True,,
9205,wap-vcal,WAP vCal,,True,
9206,wap-vcard-s,WAP vCard Secure,True,,
9206,wap-vcard-s,WAP vCard Secure,,True,
9207,wap-vcal-s,WAP vCal Secure,True,,
9207,wap-vcal-s,WAP vCal Secure,,True,
9208,rjcdb-vcards,rjcdb vCard,True,,
9208,rjcdb-vcards,rjcdb vCard,,True,
9209,almobile-system,ALMobile System Service,True,,
9209,almobile-system,ALMobile System Service,,True,
9210,oma-mlp,OMA Mobile Location Protocol,True,,
9210,oma-mlp,OMA Mobile Location Protocol,,True,
9211,oma-mlp-s,OMA Mobile Location Protocol Secure,True,,
9211,oma-mlp-s,OMA Mobile Location Protocol Secure,,True,
9212,serverviewdbms,Server View dbms access,True,,
9212,serverviewdbms,Server View dbms access,,True,
9213,serverstart,ServerStart RemoteControl,True,,
9213,serverstart,ServerStart RemoteControl,,True,
9214,ipdcesgbs,IPDC ESG BootstrapService,True,,
9214,ipdcesgbs,IPDC ESG BootstrapService,,True,
9215,insis,Integrated Setup and Install Service,True,,
9215,insis,Integrated Setup and Install Service,,True,
9216,acme,Aionex Communication Management Engine,True,,
9216,acme,Aionex Communication Management Engine,,True,
9217,fsc-port,FSC Communication Port,True,,
9217,fsc-port,FSC Communication Port,,True,
9222,teamcoherence,QSC Team Coherence,True,,
9222,teamcoherence,QSC Team Coherence,,True,
9255,mon,Manager On Network,True,,
9255,mon,Manager On Network,,True,
9277,traingpsdata,GPS Data transmitted from train to ground network,,True,
9277,,Reserved,Reserved,,
9278,pegasus,Pegasus GPS Platform,True,,
9278,pegasus,Pegasus GPS Platform,,True,
9279,pegasus-ctl,Pegaus GPS System Control Interface,True,,
9279,pegasus-ctl,Pegaus GPS System Control Interface,,True,
9280,pgps,Predicted GPS,True,,
9280,pgps,Predicted GPS,,True,
9281,swtp-port1,SofaWare transport port 1,True,,
9281,swtp-port1,SofaWare transport port 1,,True,
9282,swtp-port2,SofaWare transport port 2,True,,
9282,swtp-port2,SofaWare transport port 2,,True,
9283,callwaveiam,CallWaveIAM,True,,
9283,callwaveiam,CallWaveIAM,,True,
9284,visd,VERITAS Information Serve,True,,
9284,visd,VERITAS Information Serve,,True,
9285,n2h2server,N2H2 Filter Service Port,True,,
9285,n2h2server,N2H2 Filter Service Port,,True,
9286,,Reserved,Reserved,,
9286,n2receive,n2 monitoring receiver,,True,
9287,cumulus,Cumulus,True,,
9287,cumulus,Cumulus,,True,
9292,armtechdaemon,ArmTech Daemon,True,,
9292,armtechdaemon,ArmTech Daemon,,True,
9293,storview,StorView Client,True,,
9293,storview,StorView Client,,True,
9294,armcenterhttp,ARMCenter http Service,True,,
9294,armcenterhttp,ARMCenter http Service,,True,
9295,armcenterhttps,ARMCenter https Service,True,,
9295,armcenterhttps,ARMCenter https Service,,True,
9300,vrace,Virtual Racing Service,True,,
9300,vrace,Virtual Racing Service,,True,
9306,sphinxql,Sphinx search server (MySQL listener),True,,
9306,,Reserved,,Reserved,
9310,sapms,SAP Message Server,True,,
9310,,Reserved,,Reserved,
9312,sphinxapi,Sphinx search server,True,,
9312,,Reserved,,Reserved,
9318,secure-ts,PKIX TimeStamp over TLS,True,,
9318,secure-ts,PKIX TimeStamp over TLS,,True,
9321,guibase,guibase,True,,
9321,guibase,guibase,,True,
9339,gnmi-gnoi,gRPC Network Mgmt/Operations Interface,True,,
9339,,Reserved,,Reserved,
9343,mpidcmgr,MpIdcMgr,True,,
9343,mpidcmgr,MpIdcMgr,,True,
9344,mphlpdmc,Mphlpdmc,True,,
9344,mphlpdmc,Mphlpdmc,,True,
9345,rancher,Rancher Agent,True,,
9345,,Reserved,,Reserved,
9346,ctechlicensing,C Tech Licensing,True,,
9346,ctechlicensing,C Tech Licensing,,True,
9374,fjdmimgr,fjdmimgr,True,,
9374,fjdmimgr,fjdmimgr,,True,
9380,boxp,Brivs! Open Extensible Protocol,True,,
9380,boxp,Brivs! Open Extensible Protocol,,True,
9387,d2dconfig,D2D Configuration Service,True,,
9387,,Reserved,,Reserved,
9388,d2ddatatrans,D2D Data Transfer Service,True,,
9388,,Reserved,,Reserved,
9389,adws,Active Directory Web Services,True,,
9389,,Reserved,,Reserved,
9390,otp,OpenVAS Transfer Protocol,True,,
9390,,Reserved,,Reserved,
9396,fjinvmgr,fjinvmgr,True,,
9396,fjinvmgr,fjinvmgr,,True,
9397,mpidcagt,MpIdcAgt,True,,
9397,mpidcagt,MpIdcAgt,,True,
9400,sec-t4net-srv,Samsung Twain for Network Server,True,,
9400,sec-t4net-srv,Samsung Twain for Network Server,,True,
9401,sec-t4net-clt,Samsung Twain for Network Client,True,,
9401,sec-t4net-clt,Samsung Twain for Network Client,,True,
9402,sec-pc2fax-srv,Samsung PC2FAX for Network Server,True,,
9402,sec-pc2fax-srv,Samsung PC2FAX for Network Server,,True,
9418,git,git pack transfer service,True,,
9418,git,git pack transfer service,,True,
9443,tungsten-https,WSO2 Tungsten HTTPS,True,,
9443,tungsten-https,WSO2 Tungsten HTTPS,,True,
9444,wso2esb-console,WSO2 ESB Administration Console HTTPS,True,,
9444,wso2esb-console,WSO2 ESB Administration Console HTTPS,,True,
9445,mindarray-ca,MindArray Systems Console Agent,True,,
9445,,Reserved,,Reserved,
9450,sntlkeyssrvr,Sentinel Keys Server,True,,
9450,sntlkeyssrvr,Sentinel Keys Server,,True,
9500,ismserver,ismserver,True,,
9500,ismserver,ismserver,,True,
9522,,Reserved,Reserved,,
9522,sma-spw,SMA Speedwire,,True,
9535,mngsuite,Management Suite Remote Control,True,,
9535,mngsuite,Management Suite Remote Control,,True,
9536,laes-bf,Surveillance buffering function,True,,
9536,laes-bf,Surveillance buffering function,,True,
9555,trispen-sra,Trispen Secure Remote Access,True,,
9555,trispen-sra,Trispen Secure Remote Access,,True,
9559,p4runtime,P4Runtime gRPC Service,True,,
9559,,Reserved,,Reserved,
9592,ldgateway,LANDesk Gateway,True,,
9592,ldgateway,LANDesk Gateway,,True,
9593,cba8,LANDesk Management Agent (cba8),True,,
9593,cba8,LANDesk Management Agent (cba8),,True,
9594,msgsys,Message System,True,,
9594,msgsys,Message System,,True,
9595,pds,Ping Discovery Service,True,,
9595,pds,Ping Discovery Service,,True,
9596,mercury-disc,Mercury Discovery,True,,
9596,mercury-disc,Mercury Discovery,,True,
9597,pd-admin,PD Administration,True,,
9597,pd-admin,PD Administration,,True,
9598,vscp,Very Simple Ctrl Protocol,True,,
9598,vscp,Very Simple Ctrl Protocol,,True,
9599,robix,Robix,True,,
9599,robix,Robix,,True,
9600,micromuse-ncpw,MICROMUSE-NCPW,True,,
9600,micromuse-ncpw,MICROMUSE-NCPW,,True,
9612,streamcomm-ds,StreamComm User Directory,True,,
9612,streamcomm-ds,StreamComm User Directory,,True,
9614,iadt-tls,iADT Protocol over TLS,True,,
9614,,Reserved,,Reserved,
9616,erunbook-agent,"eRunbook Agent IANA assigned this well-formed service name as a replacement for ""erunbook_agent"".",True,,
9616,erunbook_agent,eRunbook Agent,True,,
9616,,Reserved,,Reserved,
9617,erunbook-server,"eRunbook Server IANA assigned this well-formed service name as a replacement for ""erunbook_server"".",True,,
9617,erunbook_server,eRunbook Server,True,,
9617,,Reserved,,Reserved,
9618,condor,Condor Collector Service,True,,
9618,condor,Condor Collector Service,,True,
9628,odbcpathway,ODBC Pathway Service,True,,
9628,odbcpathway,ODBC Pathway Service,,True,
9629,uniport,UniPort SSO Controller,True,,
9629,uniport,UniPort SSO Controller,,True,
9630,peoctlr,Peovica Controller,True,,
9630,,Reserved,,Reserved,
9631,peocoll,Peovica Collector,True,,
9631,,Reserved,,Reserved,
9632,,Reserved,Reserved,,
9632,mc-comm,Mobile-C Communications,,True,
9640,pqsflows,ProQueSys Flows Service,True,,
9640,,Reserved,,Reserved,
9666,zoomcp,Zoom Control Panel Game Server Management,True,,
9666,,Reserved,,Reserved,
9667,xmms2,Cross-platform Music Multiplexing System,True,,
9667,xmms2,Cross-platform Music Multiplexing System,,True,
9668,tec5-sdctp,tec5 Spectral Device Control Protocol,True,,
9668,tec5-sdctp,tec5 Spectral Device Control Protocol,,True,
9694,client-wakeup,T-Mobile Client Wakeup Message,True,,
9694,client-wakeup,T-Mobile Client Wakeup Message,,True,
9695,ccnx,Content Centric Networking,True,,
9695,ccnx,Content Centric Networking,,True,
9700,board-roar,Board M.I.T. Service,True,,
9700,board-roar,Board M.I.T. Service,,True,
9747,l5nas-parchan,L5NAS Parallel Channel,True,,
9747,l5nas-parchan,L5NAS Parallel Channel,,True,
9750,board-voip,Board M.I.T. Synchronous Collaboration,True,,
9750,board-voip,Board M.I.T. Synchronous Collaboration,,True,
9753,rasadv,rasadv,True,,
9753,rasadv,rasadv,,True,
9762,tungsten-http,WSO2 Tungsten HTTP,True,,
9762,tungsten-http,WSO2 Tungsten HTTP,,True,
9800,davsrc,WebDav Source Port,True,,
9800,davsrc,WebDav Source Port,,True,
9801,sstp-2,Sakura Script Transfer Protocol-2,True,,
9801,sstp-2,Sakura Script Transfer Protocol-2,,True,
9802,davsrcs,WebDAV Source TLS/SSL,True,,
9802,davsrcs,WebDAV Source TLS/SSL,,True,
9875,sapv1,Session Announcement v1,True,,
9875,sapv1,Session Announcement v1,,True,
9876,sd,Session Director,True,,
9877,x510,The X.510 wrapper protocol,True,,
9877,,Reserved,,Reserved,
9878,kca-service,The KX509 Kerberized Certificate Issuance Protocol in Use in 2012,,True,
9878,,Reserved,Reserved,,
9888,cyborg-systems,CYBORG Systems,True,,
9888,cyborg-systems,CYBORG Systems,,True,
9889,gt-proxy,Port for Cable network related data proxy or repeater,True,,
9889,gt-proxy,Port for Cable network related data proxy or repeater,,True,
9898,monkeycom,MonkeyCom,True,,
9898,monkeycom,MonkeyCom,,True,
9899,,Reserved,Reserved,,
9899,sctp-tunneling,SCTP TUNNELING,,True,
9900,iua,IUA,True,,
9900,iua,IUA,,True,
9900,iua,IUA,,,sctp
9901,enrp,enrp server channel,,True,
9901,enrp-sctp,enrp server channel,,,sctp
9902,enrp-sctp-tls,enrp/tls server channel,,,sctp
9903,,Reserved,Reserved,,
9903,multicast-ping,Multicast Ping Protocol,,True,
9909,domaintime,domaintime,True,,
9909,domaintime,domaintime,,True,
9911,sype-transport,SYPECom Transport Protocol,True,,
9911,sype-transport,SYPECom Transport Protocol,,True,
9925,xybrid-cloud,XYBRID Cloud,True,,
9925,,Reserved,,Reserved,
9950,apc-9950,APC 9950,True,,
9950,apc-9950,APC 9950,,True,
9951,apc-9951,APC 9951,True,,
9951,apc-9951,APC 9951,,True,
9952,apc-9952,APC 9952,True,,
9952,apc-9952,APC 9952,,True,
9953,acis,9953,True,,
9953,acis,9953,,True,
9954,hinp,HaloteC Instrument Network Protocol,True,,
9954,,Reserved,,Reserved,
9955,alljoyn-stm,Contact Port for AllJoyn standard messaging,True,,
9955,alljoyn-mcm,Contact Port for AllJoyn multiplexed constrained messaging,,True,
9956,,Reserved,Reserved,,
9956,alljoyn,Alljoyn Name Service,,True,
9966,odnsp,OKI Data Network Setting Protocol,True,,
9966,odnsp,OKI Data Network Setting Protocol,,True,
9978,xybrid-rt,XYBRID RT Server,True,,
9978,,Reserved,,Reserved,
9979,visweather,Valley Information Systems Weather station data,True,,
9979,,Reserved,,Reserved,
9981,pumpkindb,Event sourcing database engine with a built-in programming language,True,,
9981,,Reserved,,Reserved,
9987,dsm-scm-target,DSM/SCM Target Interface,True,,
9987,dsm-scm-target,DSM/SCM Target Interface,,True,
9988,nsesrvr,Software Essentials Secure HTTP server,True,,
9988,,Reserved,,Reserved,
9990,osm-appsrvr,OSM Applet Server,True,,
9990,osm-appsrvr,OSM Applet Server,,True,
9991,osm-oev,OSM Event Server,True,,
9991,osm-oev,OSM Event Server,,True,
9992,palace-1,OnLive-1,True,,
9992,palace-1,OnLive-1,,True,
9993,palace-2,OnLive-2,True,,
9993,palace-2,OnLive-2,,True,
9994,palace-3,OnLive-3,True,,
9994,palace-3,OnLive-3,,True,
9995,palace-4,Palace-4,True,,
9995,palace-4,Palace-4,,True,
9996,palace-5,Palace-5,True,,
9996,palace-5,Palace-5,,True,
9997,palace-6,Palace-6,True,,
9997,palace-6,Palace-6,,True,
9998,distinct32,Distinct32,True,,
9998,distinct32,Distinct32,,True,
9999,distinct,distinct,True,,
9999,distinct,distinct,,True,
10000,ndmp,Network Data Management Protocol,True,,
10000,ndmp,Network Data Management Protocol,,True,
10001,scp-config,SCP Configuration,True,,
10001,scp-config,SCP Configuration,,True,
10002,documentum,EMC-Documentum Content Server Product,True,,
10002,documentum,EMC-Documentum Content Server Product,,True,
10003,documentum-s,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s"".",True,,
10003,documentum_s,EMC-Documentum Content Server Product,True,,
10003,documentum-s,"EMC-Documentum Content Server Product IANA assigned this well-formed service name as a replacement for ""documentum_s"".",,True,
10003,documentum_s,EMC-Documentum Content Server Product,,True,
10004,emcrmirccd,EMC Replication Manager Client,True,,
10004,,Reserved,,Reserved,
10005,emcrmird,EMC Replication Manager Server,True,,
10005,,Reserved,,Reserved,
10006,netapp-sync,Sync replication protocol among different NetApp platforms,True,,
10006,,Reserved,,Reserved,
10007,mvs-capacity,MVS Capacity,True,,
10007,mvs-capacity,MVS Capacity,,True,
10008,octopus,Octopus Multiplexer,True,,
10008,octopus,Octopus Multiplexer,,True,
10009,swdtp-sv,Systemwalker Desktop Patrol,True,,
10009,swdtp-sv,Systemwalker Desktop Patrol,,True,
10010,rxapi,ooRexx rxapi services,True,,
10010,,Reserved,,Reserved,
10020,abb-hw,Hardware configuration and maintenance,True,,
10020,,Reserved,,Reserved,
10023,cefd-vmp,Comtech EF-Data's Vipersat Management Protocol,,True,
10023,,Reserved,Reserved,,
10050,zabbix-agent,Zabbix Agent,True,,
10050,zabbix-agent,Zabbix Agent,,True,
10051,zabbix-trapper,Zabbix Trapper,True,,
10051,zabbix-trapper,Zabbix Trapper,,True,
10055,qptlmd,Quantapoint FLEXlm Licensing Service,True,,
10055,,Reserved,,Reserved,
10080,amanda,Amanda,True,,
10080,amanda,Amanda,,True,
