port,service,description,tcp,udp,other
1354,XSIP-network,Five Across XSIP Network,,True,
1355,intuitive-edge,Intuitive Edge,True,,
1355,intuitive-edge,Intuitive Edge,,True,
1356,cuillamartin,CuillaMartin Company,True,,
1356,cuillamartin,CuillaMartin Company,,True,
1357,pegboard,Electronic PegBoard,True,,
1357,pegboard,Electronic PegBoard,,True,
1358,connlcli,CONNLCLI,True,,
1358,connlcli,CONNLCLI,,True,
1359,ftsrv,FTSRV,True,,
1359,ftsrv,FTSRV,,True,
1360,mimer,MIMER,True,,
1360,mimer,MIMER,,True,
1361,linx,LinX,True,,
1361,linx,LinX,,True,
1362,timeflies,TimeFlies,True,,
1362,timeflies,TimeFlies,,True,
1363,ndm-requester,Network DataMover Requester,True,,
1363,ndm-requester,Network DataMover Requester,,True,
1364,ndm-server,Network DataMover Server,True,,
1364,ndm-server,Network DataMover Server,,True,
1365,adapt-sna,Network Software Associates,True,,
1365,adapt-sna,Network Software Associates,,True,
1366,netware-csp,Novell NetWare Comm Service Platform,True,,
1366,netware-csp,Novell NetWare Comm Service Platform,,True,
1367,dcs,DCS,True,,
1367,dcs,DCS,,True,
1368,screencast,ScreenCast,True,,
1368,screencast,ScreenCast,,True,
1369,gv-us,GlobalView to Unix Shell,True,,
1369,gv-us,GlobalView to Unix Shell,,True,
1370,us-gv,Unix Shell to GlobalView,True,,
1370,us-gv,Unix Shell to GlobalView,,True,
1371,fc-cli,Fujitsu Config Protocol,True,,
1371,fc-cli,Fujitsu Config Protocol,,True,
1372,fc-ser,Fujitsu Config Protocol,True,,
1372,fc-ser,Fujitsu Config Protocol,,True,
1373,chromagrafx,Chromagrafx,True,,
1373,chromagrafx,Chromagrafx,,True,
1374,molly,EPI Software Systems,True,,
1374,molly,EPI Software Systems,,True,
1375,bytex,Bytex,True,,
1375,bytex,Bytex,,True,
1376,ibm-pps,IBM Person to Person Software,True,,
1376,ibm-pps,IBM Person to Person Software,,True,
1377,cichlid,Cichlid License Manager,True,,
1377,cichlid,Cichlid License Manager,,True,
1378,elan,Elan License Manager,True,,
1378,elan,Elan License Manager,,True,
1379,dbreporter,Integrity Solutions,True,,
1379,dbreporter,Integrity Solutions,,True,
1380,telesis-licman,Telesis Network License Manager,True,,
1380,telesis-licman,Telesis Network License Manager,,True,
1381,apple-licman,Apple Network License Manager,True,,
1381,apple-licman,Apple Network License Manager,,True,
1382,udt-os,"udt_os IANA assigned this well-formed service name as a replacement for ""udt_os"".",True,,
1382,udt_os,udt_os,True,,
1382,udt-os,"udt_os IANA assigned this well-formed service name as a replacement for ""udt_os"".",,True,
1382,udt_os,udt_os,,True,
1383,gwha,GW Hannaway Network License Manager,True,,
1383,gwha,GW Hannaway Network License Manager,,True,
1384,os-licman,Objective Solutions License Manager,True,,
1384,os-licman,Objective Solutions License Manager,,True,
1385,atex-elmd,"Atex Publishing License Manager IANA assigned this well-formed service name as a replacement for ""atex_elmd"".",True,,
1385,atex_elmd,Atex Publishing License Manager,True,,
1385,atex-elmd,"Atex Publishing License Manager IANA assigned this well-formed service name as a replacement for ""atex_elmd"".",,True,
1385,atex_elmd,Atex Publishing License Manager,,True,
1386,checksum,CheckSum License Manager,True,,
1386,checksum,CheckSum License Manager,,True,
1387,cadsi-lm,Computer Aided Design Software Inc LM,True,,
1387,cadsi-lm,Computer Aided Design Software Inc LM,,True,
1388,objective-dbc,Objective Solutions DataBase Cache,True,,
1388,objective-dbc,Objective Solutions DataBase Cache,,True,
1389,iclpv-dm,Document Manager,True,,
1389,iclpv-dm,Document Manager,,True,
1390,iclpv-sc,Storage Controller,True,,
1390,iclpv-sc,Storage Controller,,True,
1391,iclpv-sas,Storage Access Server,True,,
1391,iclpv-sas,Storage Access Server,,True,
1392,iclpv-pm,Print Manager,True,,
1392,iclpv-pm,Print Manager,,True,
1393,iclpv-nls,Network Log Server,True,,
1393,iclpv-nls,Network Log Server,,True,
1394,iclpv-nlc,Network Log Client,True,,
1394,iclpv-nlc,Network Log Client,,True,
1395,iclpv-wsm,PC Workstation Manager software,True,,
1395,iclpv-wsm,PC Workstation Manager software,,True,
1396,dvl-activemail,DVL Active Mail,True,,
1396,dvl-activemail,DVL Active Mail,,True,
1397,audio-activmail,Audio Active Mail,True,,
1397,audio-activmail,Audio Active Mail,,True,
1398,video-activmail,Video Active Mail,True,,
1398,video-activmail,Video Active Mail,,True,
1399,cadkey-licman,Cadkey License Manager,True,,
1399,cadkey-licman,Cadkey License Manager,,True,
1400,cadkey-tablet,Cadkey Tablet Daemon,True,,
1400,cadkey-tablet,Cadkey Tablet Daemon,,True,
1401,goldleaf-licman,Goldleaf License Manager,True,,
1401,goldleaf-licman,Goldleaf License Manager,,True,
1402,prm-sm-np,Prospero Resource Manager,True,,
1402,prm-sm-np,Prospero Resource Manager,,True,
1403,prm-nm-np,Prospero Resource Manager,True,,
1403,prm-nm-np,Prospero Resource Manager,,True,
1404,igi-lm,Infinite Graphics License Manager,True,,
1404,igi-lm,Infinite Graphics License Manager,,True,
1405,ibm-res,IBM Remote Execution Starter,True,,
1405,ibm-res,IBM Remote Execution Starter,,True,
1406,netlabs-lm,NetLabs License Manager,True,,
1406,netlabs-lm,NetLabs License Manager,,True,
1407,tibet-server,TIBET Data Server,True,,
1407,,Reserved,,Reserved,
1408,sophia-lm,Sophia License Manager,True,,
1408,sophia-lm,Sophia License Manager,,True,
1409,here-lm,Here License Manager,True,,
1409,here-lm,Here License Manager,,True,
1410,hiq,HiQ License Manager,True,,
1410,hiq,HiQ License Manager,,True,
1411,af,AudioFile,True,,
1411,af,AudioFile,,True,
1412,innosys,InnoSys,True,,
1412,innosys,InnoSys,,True,
1413,innosys-acl,Innosys-ACL,True,,
1413,innosys-acl,Innosys-ACL,,True,
1414,ibm-mqseries,IBM MQSeries,True,,
1414,ibm-mqseries,IBM MQSeries,,True,
1415,dbstar,DBStar,True,,
1415,dbstar,DBStar,,True,
1416,novell-lu6-2,"Novell LU6.2 IANA assigned this well-formed service name as a replacement for ""novell-lu6.2"".",True,,
1416,novell-lu6.2,Novell LU6.2,True,,
1416,novell-lu6-2,"Novell LU6.2 IANA assigned this well-formed service name as a replacement for ""novell-lu6.2"".",,True,
1416,novell-lu6.2,Novell LU6.2,,True,
1417,timbuktu-srv1,Timbuktu Service 1 Port,True,,
1417,timbuktu-srv1,Timbuktu Service 1 Port,,True,
1418,timbuktu-srv2,Timbuktu Service 2 Port,True,,
1418,timbuktu-srv2,Timbuktu Service 2 Port,,True,
1419,timbuktu-srv3,Timbuktu Service 3 Port,True,,
1419,timbuktu-srv3,Timbuktu Service 3 Port,,True,
1420,timbuktu-srv4,Timbuktu Service 4 Port,True,,
1420,timbuktu-srv4,Timbuktu Service 4 Port,,True,
1421,gandalf-lm,Gandalf License Manager,True,,
1421,gandalf-lm,Gandalf License Manager,,True,
1422,autodesk-lm,Autodesk License Manager,True,,
1422,autodesk-lm,Autodesk License Manager,,True,
1423,essbase,Essbase Arbor Software,True,,
1423,essbase,Essbase Arbor Software,,True,
1424,hybrid,Hybrid Encryption Protocol,True,,
1424,hybrid,Hybrid Encryption Protocol,,True,
1425,zion-lm,Zion Software License Manager,True,,
1425,zion-lm,Zion Software License Manager,,True,
1426,sais,Satellite-data Acquisition System 1,True,,
1426,sais,Satellite-data Acquisition System 1,,True,
1427,mloadd,mloadd monitoring tool,True,,
1427,mloadd,mloadd monitoring tool,,True,
1428,informatik-lm,Informatik License Manager,True,,
1428,informatik-lm,Informatik License Manager,,True,
1429,nms,Hypercom NMS,True,,
1429,nms,Hypercom NMS,,True,
1430,tpdu,Hypercom TPDU,True,,
1430,tpdu,Hypercom TPDU,,True,
1431,rgtp,Reverse Gossip Transport,True,,
1431,rgtp,Reverse Gossip Transport,,True,
1432,blueberry-lm,Blueberry Software License Manager,True,,
1432,blueberry-lm,Blueberry Software License Manager,,True,
1433,ms-sql-s,Microsoft-SQL-Server,True,,
1433,ms-sql-s,Microsoft-SQL-Server,,True,
1434,ms-sql-m,Microsoft-SQL-Monitor,True,,
1434,ms-sql-m,Microsoft-SQL-Monitor,,True,
1435,ibm-cics,IBM CICS,True,,
1435,ibm-cics,IBM CICS,,True,
1436,saism,Satellite-data Acquisition System 2,True,,
1436,saism,Satellite-data Acquisition System 2,,True,
1437,tabula,Tabula,True,,
1437,tabula,Tabula,,True,
1438,eicon-server,Eicon Security Agent/Server,True,,
1438,eicon-server,Eicon Security Agent/Server,,True,
1439,eicon-x25,Eicon X25/SNA Gateway,True,,
1439,eicon-x25,Eicon X25/SNA Gateway,,True,
1440,eicon-slp,Eicon Service Location Protocol,True,,
1440,eicon-slp,Eicon Service Location Protocol,,True,
1441,cadis-1,Cadis License Management,True,,
1441,cadis-1,Cadis License Management,,True,
1442,cadis-2,Cadis License Management,True,,
1442,cadis-2,Cadis License Management,,True,
1443,ies-lm,Integrated Engineering Software,True,,
1443,ies-lm,Integrated Engineering Software,,True,
1444,marcam-lm,Marcam  License Management,True,,
1444,marcam-lm,Marcam  License Management,,True,
1445,proxima-lm,Proxima License Manager,True,,
1445,proxima-lm,Proxima License Manager,,True,
1446,ora-lm,Optical Research Associates License Manager,True,,
1446,ora-lm,Optical Research Associates License Manager,,True,
1447,apri-lm,Applied Parallel Research LM,True,,
1447,apri-lm,Applied Parallel Research LM,,True,
1448,oc-lm,OpenConnect License Manager,True,,
1448,oc-lm,OpenConnect License Manager,,True,
1449,peport,PEport,True,,
1449,peport,PEport,,True,
1450,dwf,Tandem Distributed Workbench Facility,True,,
1450,dwf,Tandem Distributed Workbench Facility,,True,
1451,infoman,IBM Information Management,True,,
1451,infoman,IBM Information Management,,True,
1452,gtegsc-lm,GTE Government Systems License Man,True,,
1452,gtegsc-lm,GTE Government Systems License Man,,True,
1453,genie-lm,Genie License Manager,True,,
1453,genie-lm,Genie License Manager,,True,
1454,interhdl-elmd,"interHDL License Manager IANA assigned this well-formed service name as a replacement for ""interhdl_elmd"".",True,,
1454,interhdl_elmd,interHDL License Manager,True,,
1454,interhdl-elmd,"interHDL License Manager IANA assigned this well-formed service name as a replacement for ""interhdl_elmd"".",,True,
1454,interhdl_elmd,interHDL License Manager,,True,
1455,esl-lm,ESL License Manager,True,,
1455,esl-lm,ESL License Manager,,True,
1456,dca,DCA,True,,
1456,dca,DCA,,True,
1457,valisys-lm,Valisys License Manager,True,,
1457,valisys-lm,Valisys License Manager,,True,
1458,nrcabq-lm,Nichols Research Corp.,True,,
1458,nrcabq-lm,Nichols Research Corp.,,True,
1459,proshare1,Proshare Notebook Application,True,,
1459,proshare1,Proshare Notebook Application,,True,
1460,proshare2,Proshare Notebook Application,True,,
1460,proshare2,Proshare Notebook Application,,True,
1461,ibm-wrless-lan,"IBM Wireless LAN IANA assigned this well-formed service name as a replacement for ""ibm_wrless_lan"".",True,,
1461,ibm_wrless_lan,IBM Wireless LAN,True,,
1461,ibm-wrless-lan,"IBM Wireless LAN IANA assigned this well-formed service name as a replacement for ""ibm_wrless_lan"".",,True,
1461,ibm_wrless_lan,IBM Wireless LAN,,True,
1462,world-lm,World License Manager,True,,
1462,world-lm,World License Manager,,True,
1463,nucleus,Nucleus,True,,
1463,nucleus,Nucleus,,True,
1464,msl-lmd,"MSL License Manager IANA assigned this well-formed service name as a replacement for ""msl_lmd"".",True,,
1464,msl_lmd,MSL License Manager,True,,
1464,msl-lmd,"MSL License Manager IANA assigned this well-formed service name as a replacement for ""msl_lmd"".",,True,
1464,msl_lmd,MSL License Manager,,True,
1465,pipes,Pipes Platform,True,,
1465,pipes,Pipes Platform,,True,
1466,oceansoft-lm,Ocean Software License Manager,True,,
1466,oceansoft-lm,Ocean Software License Manager,,True,
1467,csdmbase,CSDMBASE,True,,
1467,csdmbase,CSDMBASE,,True,
1468,csdm,CSDM,True,,
1468,csdm,CSDM,,True,
1469,aal-lm,Active Analysis Limited License Manager,True,,
1469,aal-lm,Active Analysis Limited License Manager,,True,
1470,uaiact,Universal Analytics,True,,
1470,uaiact,Universal Analytics,,True,
1471,csdmbase,csdmbase,True,,
1471,csdmbase,csdmbase,,True,
1472,csdm,csdm,True,,
1472,csdm,csdm,,True,
1473,openmath,OpenMath,True,,
1473,openmath,OpenMath,,True,
1474,telefinder,Telefinder,True,,
1474,telefinder,Telefinder,,True,
1475,taligent-lm,Taligent License Manager,True,,
1475,taligent-lm,Taligent License Manager,,True,
1476,clvm-cfg,clvm-cfg,True,,
1476,clvm-cfg,clvm-cfg,,True,
1477,ms-sna-server,ms-sna-server,True,,
1477,ms-sna-server,ms-sna-server,,True,
1478,ms-sna-base,ms-sna-base,True,,
1478,ms-sna-base,ms-sna-base,,True,
1479,dberegister,dberegister,True,,
1479,dberegister,dberegister,,True,
1480,pacerforum,PacerForum,True,,
1480,pacerforum,PacerForum,,True,
1481,airs,AIRS,True,,
1481,airs,AIRS,,True,
1482,miteksys-lm,Miteksys License Manager,True,,
1482,miteksys-lm,Miteksys License Manager,,True,
1483,afs,AFS License Manager,True,,
1483,afs,AFS License Manager,,True,
1484,confluent,Confluent License Manager,True,,
1484,confluent,Confluent License Manager,,True,
1485,lansource,LANSource,True,,
1485,lansource,LANSource,,True,
1486,nms-topo-serv,"nms_topo_serv IANA assigned this well-formed service name as a replacement for ""nms_topo_serv"".",True,,
1486,nms_topo_serv,nms_topo_serv,True,,
1486,nms-topo-serv,"nms_topo_serv IANA assigned this well-formed service name as a replacement for ""nms_topo_serv"".",,True,
1486,nms_topo_serv,nms_topo_serv,,True,
1487,localinfosrvr,LocalInfoSrvr,True,,
1487,localinfosrvr,LocalInfoSrvr,,True,
1488,docstor,DocStor,True,,
1488,docstor,DocStor,,True,
1489,dmdocbroker,dmdocbroker,True,,
1489,dmdocbroker,dmdocbroker,,True,
1490,insitu-conf,insitu-conf,True,,
1490,insitu-conf,insitu-conf,,True,
1492,stone-design-1,stone-design-1,True,,
1492,stone-design-1,stone-design-1,,True,
1493,netmap-lm,"netmap_lm IANA assigned this well-formed service name as a replacement for ""netmap_lm"".",True,,
1493,netmap_lm,netmap_lm,True,,
1493,netmap-lm,"netmap_lm IANA assigned this well-formed service name as a replacement for ""netmap_lm"".",,True,
1493,netmap_lm,netmap_lm,,True,
1494,ica,ica,True,,
1494,ica,ica,,True,
1495,cvc,cvc,True,,
1495,cvc,cvc,,True,
1496,liberty-lm,liberty-lm,True,,
1496,liberty-lm,liberty-lm,,True,
1497,rfx-lm,rfx-lm,True,,
1497,rfx-lm,rfx-lm,,True,
1498,sybase-sqlany,Sybase SQL Any,True,,
1498,sybase-sqlany,Sybase SQL Any,,True,
1499,fhc,Federico Heinz Consultora,True,,
1499,fhc,Federico Heinz Consultora,,True,
1500,vlsi-lm,VLSI License Manager,True,,
1500,vlsi-lm,VLSI License Manager,,True,
1501,saiscm,Satellite-data Acquisition System 3,True,,
1501,saiscm,Satellite-data Acquisition System 3,,True,
1502,shivadiscovery,Shiva,True,,
1502,shivadiscovery,Shiva,,True,
1503,imtc-mcs,Databeam,True,,
1503,imtc-mcs,Databeam,,True,
1504,evb-elm,EVB Software Engineering License Manager,True,,
1504,evb-elm,EVB Software Engineering License Manager,,True,
1505,funkproxy,"Funk Software, Inc.",True,,
1505,funkproxy,"Funk Software, Inc.",,True,
1506,utcd,Universal Time daemon (utcd),True,,
1506,utcd,Universal Time daemon (utcd),,True,
1507,symplex,symplex,True,,
1507,symplex,symplex,,True,
1508,diagmond,diagmond,True,,
1508,diagmond,diagmond,,True,
1509,robcad-lm,"Robcad, Ltd. License Manager",True,,
1509,robcad-lm,"Robcad, Ltd. License Manager",,True,
1510,mvx-lm,Midland Valley Exploration Ltd. Lic. Man.,True,,
1510,mvx-lm,Midland Valley Exploration Ltd. Lic. Man.,,True,
1511,3l-l1,3l-l1,True,,
1511,3l-l1,3l-l1,,True,
1512,wins,Microsoft's Windows Internet Name Service,True,,
1512,wins,Microsoft's Windows Internet Name Service,,True,
1513,fujitsu-dtc,"Fujitsu Systems Business of America, Inc",True,,
1513,fujitsu-dtc,"Fujitsu Systems Business of America, Inc",,True,
1514,fujitsu-dtcns,"Fujitsu Systems Business of America, Inc",True,,
1514,fujitsu-dtcns,"Fujitsu Systems Business of America, Inc",,True,
1515,ifor-protocol,ifor-protocol,True,,
1515,ifor-protocol,ifor-protocol,,True,
1516,vpad,Virtual Places Audio data,True,,
1516,vpad,Virtual Places Audio data,,True,
1517,vpac,Virtual Places Audio control,True,,
1517,vpac,Virtual Places Audio control,,True,
1518,vpvd,Virtual Places Video data,True,,
1518,vpvd,Virtual Places Video data,,True,
1519,vpvc,Virtual Places Video control,True,,
1519,vpvc,Virtual Places Video control,,True,
1520,atm-zip-office,atm zip office,True,,
1520,atm-zip-office,atm zip office,,True,
1521,ncube-lm,nCube License Manager,True,,
1521,ncube-lm,nCube License Manager,,True,
1522,ricardo-lm,Ricardo North America License Manager,True,,
1522,ricardo-lm,Ricardo North America License Manager,,True,
1523,cichild-lm,cichild,True,,
1523,cichild-lm,cichild,,True,
1524,ingreslock,ingres,True,,
1524,ingreslock,ingres,,True,
1525,orasrv,oracle,True,,
1525,orasrv,oracle,,True,
1525,prospero-np,Prospero Directory Service non-priv,True,,
1525,prospero-np,Prospero Directory Service non-priv,,True,
1526,pdap-np,Prospero Data Access Prot non-priv,True,,
1526,pdap-np,Prospero Data Access Prot non-priv,,True,
1527,tlisrv,oracle,True,,
1527,tlisrv,oracle,,True,
1528,norp,Not Only a Routeing Protocol,True,,
1528,norp,Not Only a Routeing Protocol,,True,
1528,norp,Not Only a Routeing Protocol,,,sctp
1529,coauthor,oracle,True,,
1529,coauthor,oracle,,True,
1530,rap-service,rap-service,True,,
1530,rap-service,rap-service,,True,
1531,rap-listen,rap-listen,True,,
1531,rap-listen,rap-listen,,True,
1532,miroconnect,miroconnect,True,,
1532,miroconnect,miroconnect,,True,
1533,virtual-places,Virtual Places Software,True,,
1533,virtual-places,Virtual Places Software,,True,
1534,micromuse-lm,micromuse-lm,True,,
1534,micromuse-lm,micromuse-lm,,True,
1535,ampr-info,ampr-info,True,,
1535,ampr-info,ampr-info,,True,
1536,ampr-inter,ampr-inter,True,,
1536,ampr-inter,ampr-inter,,True,
1537,sdsc-lm,isi-lm,True,,
1537,sdsc-lm,isi-lm,,True,
1538,3ds-lm,3ds-lm,True,,
1538,3ds-lm,3ds-lm,,True,
1539,intellistor-lm,Intellistor License Manager,True,,
1539,intellistor-lm,Intellistor License Manager,,True,
1540,rds,rds,True,,
1540,rds,rds,,True,
1541,rds2,rds2,True,,
1541,rds2,rds2,,True,
1542,gridgen-elmd,gridgen-elmd,True,,
1542,gridgen-elmd,gridgen-elmd,,True,
1543,simba-cs,simba-cs,True,,
1543,simba-cs,simba-cs,,True,
1544,aspeclmd,aspeclmd,True,,
1544,aspeclmd,aspeclmd,,True,
1545,vistium-share,vistium-share,True,,
1545,vistium-share,vistium-share,,True,
1546,abbaccuray,abbaccuray,True,,
1546,abbaccuray,abbaccuray,,True,
1547,laplink,laplink,True,,
1547,laplink,laplink,,True,
1548,axon-lm,Axon License Manager,True,,
1548,axon-lm,Axon License Manager,,True,
1549,shivahose,Shiva Hose,True,,
1549,shivasound,Shiva Sound,,True,
1550,3m-image-lm,Image Storage license manager 3M Company,True,,
1550,3m-image-lm,Image Storage license manager 3M Company,,True,
1551,hecmtl-db,HECMTL-DB,True,,
1551,hecmtl-db,HECMTL-DB,,True,
1552,pciarray,pciarray,True,,
1552,pciarray,pciarray,,True,
1553,sna-cs,sna-cs,True,,
1553,sna-cs,sna-cs,,True,
1554,caci-lm,CACI Products Company License Manager,True,,
1554,caci-lm,CACI Products Company License Manager,,True,
1555,livelan,livelan,True,,
1555,livelan,livelan,,True,
1556,veritas-pbx,"VERITAS Private Branch Exchange IANA assigned this well-formed service name as a replacement for ""veritas_pbx"".",True,,
1556,veritas_pbx,VERITAS Private Branch Exchange,True,,
1556,veritas-pbx,"VERITAS Private Branch Exchange IANA assigned this well-formed service name as a replacement for ""veritas_pbx"".",,True,
1556,veritas_pbx,VERITAS Private Branch Exchange,,True,
1557,arbortext-lm,ArborText License Manager,True,,
1557,arbortext-lm,ArborText License Manager,,True,
1558,xingmpeg,xingmpeg,True,,
1558,xingmpeg,xingmpeg,,True,
1559,web2host,web2host,True,,
1559,web2host,web2host,,True,
1560,asci-val,ASCI-RemoteSHADOW,True,,
1560,asci-val,ASCI-RemoteSHADOW,,True,
1561,facilityview,facilityview,True,,
1561,facilityview,facilityview,,True,
1562,pconnectmgr,pconnectmgr,True,,
1562,pconnectmgr,pconnectmgr,,True,
1563,cadabra-lm,Cadabra License Manager,True,,
1563,cadabra-lm,Cadabra License Manager,,True,
1564,pay-per-view,Pay-Per-View,True,,
